notes_ponderes,Prix_Nuit,Classe,Ville,type_logements,type_propriete,nb_salle_de_bain,nb_lits,nb_chambres,nb_voyageurs,Arrivee,Depart,Fumeur,Wifi,Eau_chaude,four,refregerateur,fer_a_repasser,table_a_manger,chauffage,plaques_de_cuisson,congelateur,Parking_gratuit,Television,baignoire,Animaux_accepter
0.4746666666666668,54.0,Aucune,Aubervilliers,Logement entier ,appartement,1.0,2.0,-1.0,3.0,A partir de 14:00,avant 11:00,non_renseigne,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,oui,oui,non_renseigne,oui
0.2071428571428571,122.0,Aucune,Colombes,Logement entier ,appartement,1.0,2.0,2.0,6.0,non_renseigne,non_renseigne,non_renseigne,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,oui,oui,non_renseigne,oui
0.2446428571428572,120.0,Aucune,Colombes,Logement entier ,appartement,1.0,5.0,2.0,8.0,non_renseigne,non_renseigne,non_renseigne,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,oui
0.12814285714285714,31.0,Aucune,Sartrouville,Chambre privée,appartement,1.0,1.0,1.0,1.0,entre 18:00 et 00:00,avant 07:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne,non_renseigne,non,non_renseigne,non_renseigne
0.0,45.0,Superhôte,Choisy-le-Roi,Chambre privée,appartement,1.0,1.0,1.0,1.0,entre 18:00 et 22:00,avant 11:00,non_renseigne,oui,non_renseigné,non_renseigne,non_renseigne,non_renseigne,non_renseigne,non,non_renseigne,non_renseigne,oui,oui,non_renseigne,non_renseigne
0.23047619047619045,109.0,Superhôte,Le Thillay,Logement entier ,logement ,1.0,2.0,1.0,3.0,entre 15:00 et 00:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne
0.23047619047619045,109.0,Superhôte,Le Thillay,Logement entier ,logement ,1.0,2.0,1.0,3.0,entre 15:00 et 00:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne
0.023142857142857142,56.0,Aucune,Le Blanc-Mesnil,Logement entier ,appartement,1.0,1.0,-1.0,2.0,entre 15:00 et 21:00,avant 10:00,non_renseigne,oui,non_renseigné,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne,oui,non_renseigne,oui
0.08033333333333334,60.0,Superhôte,Saint-Denis,Logement entier ,appartement,1.0,1.0,1.0,2.0,entre 15:00 et 17:00,avant 14:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non,non_renseigne,oui,non_renseigne
0.11061904761904763,59.0,Aucune,Aubervilliers,Logement entier ,appartement,1.0,2.0,1.0,4.0,entre 15:00 et 21:00,avant 10:00,non_renseigne,oui,oui,oui,non_renseigne,oui,oui,oui,oui,non_renseigne,non_renseigne,oui,non_renseigne,oui
0.14171428571428568,35.0,Aucune,Créteil,Chambre privée,appartement,1.0,2.0,1.0,1.0,entre 15:00 et 22:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne,non_renseigne,oui,oui,non_renseigne,non_renseigne
0.11196428571428572,72.0,Superhôte,La Celle-Saint-Cloud,Logement entier ,maison d'hôtes ,1.0,1.0,-1.0,2.0,A partir de 17:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,non_renseigne
0.2754285714285714,48.0,Aucune,Marly-le-Roi,Logement entier ,appartement,1.0,2.0,-1.0,2.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,oui,non_renseigne,oui,non_renseigne,oui,non_renseigne
0.3666666666666667,50.0,Aucune,Bondy,Logement entier ,maison d'hôtes ,1.0,1.0,1.0,2.0,entre 14:00 et 02:00,avant 12:00,non_renseigne,oui,oui,oui,non_renseigne,oui,non_renseigne,oui,oui,non_renseigne,oui,oui,non_renseigne,non_renseigne
0.005952380952380952,40.0,Aucune,Le Pecq,Logement entier ,appartement,1.0,1.0,1.0,2.0,entre 10:00 et 23:00,avant 17:00,non_renseigne,oui,oui,non_renseigne,non_renseigne,oui,oui,oui,non_renseigne,oui,oui,non,non_renseigne,non_renseigne
0.17492857142857146,37.0,Aucune,Colombes,Chambre privée,logement ,1.0,1.0,1.0,2.0,entre 18:00 et 21:00,avant 10:00,non_renseigne,oui,oui,oui,oui,non_renseigne,oui,oui,non_renseigne,non_renseigne,oui,non,non_renseigne,non_renseigne
0.022428571428571426,124.0,Aucune,Boulogne-Billancourt,Logement entier ,appartement,1.0,2.0,1.0,4.0,entre 16:00 et 18:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,oui,non_renseigne,non,non_renseigne,oui,oui
0.015464285714285715,35.0,Aucune,Sartrouville,Chambre privée,chambre d'hôtes ,2.0,1.0,1.0,1.0,entre 18:00 et 00:00,avant 14:00,non_renseigne,oui,non_renseigné,non_renseigne,non_renseigne,non_renseigne,non_renseigne,oui,non_renseigne,non_renseigne,oui,non,non_renseigne,non_renseigne
0.1011904761904762,200.0,Superhôte,Vitry-sur-Seine,Logement entier ,maison de ville ,3.0,5.0,4.0,9.0,A partir de 15:00,avant 12:00,non_renseigne,oui,non_renseigné,non_renseigne,non_renseigne,oui,non_renseigne,non,non_renseigne,non_renseigne,oui,oui,non_renseigne,non_renseigne
0.19210714285714284,80.0,Superhôte,Asnières-sur-Seine,Logement entier ,maison de ville ,1.0,2.0,1.0,4.0,A partir de 18:00,avant 10:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,non_renseigne
0.1273214285714286,135.0,Aucune,Bezons,Logement entier ,maison de ville ,1.0,2.0,3.0,3.0,entre 15:00 et 20:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui
0.07258333333333332,5060.0,Aucune,Choisy-le-Roi,Tiny house ,non_rensignée,1.0,2.0,-1.0,2.0,A partir de 14:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui,oui,non_renseigne,oui
0.38,51.0,Aucune,Bagnolet,Logement entier ,appartement,1.0,1.0,-1.0,2.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne,non_renseigne
